source_name	source_qid	parity	target_name	target_qid	target_uid	reason	witness	
Cousinia pterocaulos	ncbi:254681	=>	Cousinia pterocaulos	ncbi:254681	167197	new/tip	null
Cousinia hystrix	ott:597719	=>	Cousinia pterocaulos	ncbi:254681	167197	lumped	null
Cousinia hystrix	ott:597719	=>	Cousinia pterocaulos	ncbi:254681	167197	lumped	null
Cousinia hystrix	ott:597719	-		null	-	lumped	null
Gatyona	gbif:6064255	=>	Gatyona	gbif:6064255	4728099	new/tip	null
Gatyona	ott:4728099	-		null	-	continued-hidden	null
Galactites tomentosus	ncbi:92911	=>	Galactites tomentosus	ncbi:92911	25038	new/tip	null
Galactites tomentosus	ott:3894827	=>	Galactites tomentosus	ncbi:92911	25038	lumped	null
Galactites tomentosus	ott:3894827	-		null	-	lumped	null
Espeletiopsis	ncbi:185155	=>	Espeletiopsis	ncbi:185155	111379	new/import	null
Volutaria abyssinica	ncbi:1873015	=>	Volutaria abyssinica	ncbi:1873015	9003018	new/tip	null
		-	Volutaria abyssinica	ncbi:1873015	9003018	addition	null
Gazania rigens	ncbi:55627	=>	Gazania rigens	ncbi:55627	893830	new/import	null
Tanacetum balsamita	ncbi:301877	=>	Tanacetum balsamita	ncbi:301877	616342	new/tip	null
Tephroseris helenitis	ncbi:1534674	=>	Tephroseris helenitis	ncbi:1534674	3899386	new/tip	null
Hieracium scouleri	ncbi:378955	=>	Hieracium scouleri	ncbi:378955	270589	new/import	null
Dyscritogyne	gbif:7882472	=>	Dyscritogyne	gbif:7882472	4728137	new/tip	null
Dyscritogyne	ott:4728137	-		null	-	continued-hidden	null
Uropappus lindleyi	ncbi:80677	=>	Uropappus lindleyi	ncbi:80677	876666	new/tip	null
Pratia	ncbi:76580	=>	Pratia	ncbi:76580	986492	new/import	null
Scaevola calendulacea	ncbi:197951	=>	Scaevola calendulacea	ncbi:197951	841246	new/tip	null
Goodenia calendulacea	gbif:3761331	=>	Scaevola calendulacea	ncbi:197951	841246	lumped	null
Goodenia calendulacea	gbif:3761331	=>	Scaevola calendulacea	ncbi:197951	841246	lumped	null
Scaevola calendulacea	ott:841246	=>	Scaevola calendulacea	ncbi:197951	841246	same/parent+parent	Goodeniaceae|Goodeniaceae
Campanula fastigiata	ncbi:428169	=>	Campanula fastigiata	ncbi:428169	283595	new/tip	null
Campanula fastigiata	ott:283595	=>	Campanula fastigiata	ncbi:428169	283595	same/parent+parent	Campanulaceae|Campanulaceae
Campanula drabifolia	ott:377020	-	Campanula fastigiata	ncbi:428169	283595	noinfo	null
Campanula drabifolia	ott:377020	-	Campanula scutellata	ncbi:428202	513697	noinfo	null
Campanula drabifolia	ott:377020	=>	Campanula drabifolia	ncbi:361380	377020	same/primary-name	Campanula drabifolia
Prestelia	ncbi:1548367	=>	Prestelia	ncbi:1548367	4728161	new/import	null
Prestelia	ott:4728161	-		null	-	not-deprecated/exposed	null
Hymenoclea	gbif:8300462	=>	Hymenoclea	gbif:8300462	4727560	new/tip	null
Hymenoclea	ott:4727560	-		null	-	newly-hidden	null
Campanula pratensis	gbif:8164171	=>	Campanula pratensis	gbif:8164171	9006210	new/tip	null
Campanula giesekiana	gbif:5410804	=>	Campanula giesekiana	gbif:5410804	3893197	new/tip	null
Campanula giesekiana	ott:3893197	-	Campanula pratensis	gbif:8164171	9006210	noinfo	null
Campanula giesekiana	ott:3893197	=>	Campanula giesekiana	gbif:5410804	3893197	same/primary-name	Campanula giesekiana
		-	Campanula pratensis	gbif:8164171	9006210	addition	null
Campanula micrantha	ncbi:1241130	=>	Campanula micrantha	ncbi:1241130	782933	new/tip	null
Cyphia crenata	gbif:3166400	=>	Cyphia crenata	gbif:3166400	3893869	new/tip	null
Campanula	ncbi:40568	=>	Campanula	ncbi:40568	590452	new/import	null
Campanula	gbif:3161935	=>	Campanula	ncbi:40568	590452	lumped	null
Symphyandra	ott:533069	-	Campanula	ncbi:40568	590452	noinfo	null
Symphyandra	ott:533069	=>	Symphyandra	ncbi:103996	533069	same/primary-name	Symphyandra
Echinocodon	ott:3893960	-	Campanula	ncbi:40568	590452	noinfo/disjoint	|Echinocodon lobophyllus
Echinocodon	ott:3893960	=>	Echinocodon	ncbi:1392614	3893960	same/is-subsumed-by	null
Azorina	ott:245754	-	Campanula	ncbi:40568	590452	noinfo/disjoint	|Azorina vidalii
Azorina	ott:245754	=>	Azorina	ncbi:239394	245754	same/is-subsumed-by	null
Campanula	ott:590452	=>	Campanula	ncbi:40568	590452	same/parent+parent	Campanulaceae|Campanulaceae
Campanula	ott:590452	=>	Campanula	ncbi:40568	590452	lumped	null
Campanulastrum	ott:845259	=>	Campanula	ncbi:40568	590452	lumped	null
Campanulastrum	ott:845259	=>	Campanula	ncbi:40568	590452	lumped	null
Sachokiella	ott:3893915	=>	Campanula	ncbi:40568	590452	lumped	null
Sachokiella	ott:3893915	=>	Campanula	ncbi:40568	590452	lumped	null
Campanulastrum	ott:845259	-		null	-	lumped	null
Heterotoma	ncbi:237445	=>	Heterotoma	ncbi:237445	5264060	new/import	null
Lobelia	gbif:2756426	-	Heterotoma	ncbi:237445	5264060	noinfo/disjoint	|Lobelia xalapensis
Lobelia	gbif:2756426	-	Palmerella	ncbi:252778	958530	noinfo/disjoint	|Lobelia xalapensis
Lobelia	gbif:2756426	-	Isotoma	ncbi:268267	345209	noinfo/disjoint	|Lobelia xalapensis
Lobelia	gbif:2756426	-	Colensoa	ncbi:268273	9006284	noinfo/target-no-children	null
Lobelia	gbif:2756426	-	Solenopsis	ncbi:368677	638789	noinfo/disjoint	|Lobelia xalapensis
Lobelia	gbif:2756426	-	Pratia	ncbi:76580	986492	noinfo	null
Lobelia	gbif:2756426	=>	Lobelia	ncbi:4382	869810	same/primary-name	Lobelia
Campanula rupestris	ncbi:1241163	=>	Campanula rupestris	ncbi:1241163	309823	new/tip	null
Campanula rupicola	gbif:5410084	-	Campanula rupestris	ncbi:1241163	309823	noinfo	null
Campanula rupicola	gbif:5410084	=>	Campanula rupicola	ncbi:1241164	309809	same/primary-name	Campanula rupicola
Campanula waldsteiniana	gbif:5410798	-	Campanula rupestris	ncbi:1241163	309823	noinfo	null
Campanula waldsteiniana	gbif:5410798	=>	Campanula waldsteiniana	ncbi:361407	719196	same/primary-name	Campanula waldsteiniana
Carthamus carduncellus	ncbi:123807	=>	Carthamus carduncellus	ncbi:123807	81827	new/tip	null
Carduncellus pinnatus	ott:3893989	-	Carthamus carduncellus	ncbi:123807	81827	noinfo	null
Carduncellus pinnatus	ott:3893989	=>	Carthamus pinnatus	ncbi:123806	856437	same/source-id	null
Carduncellus pinnatus	ott:3893989	-		null	-	lumped	null
Centropogon asclepiadeus	ncbi:1582548	=>	Centropogon asclepiadeus	ncbi:1582548	3893728	new/tip	null
Glossocardia	ncbi:1231646	=>	Glossocardia	ncbi:1231646	4728158	new/import	null
Glossocardia	ott:4728158	=>	Glossocardia	ncbi:1231646	4728158	same/ancestor+parent	Asteraceae|Coreopsideae
Glossogyne	ott:82117	-	Glossocardia	ncbi:1231646	4728158	noinfo/disjoint	|Glossogyne tenuifolia
Glossogyne	ott:82117	=>	Glossogyne	ncbi:260271	82117	same/is-subsumed-by	null
Glossocardia	ott:4728158	-		null	-	not-deprecated/exposed	null
Aequatorium	ncbi:462378	=>	Aequatorium	ncbi:462378	774367	new/import	null
Nordenstamia	ott:401908	-	Aequatorium	ncbi:462378	774367	noinfo/disjoint	|Nordenstamia repanda
Nordenstamia	ott:401908	=>	Nordenstamia	ncbi:462473	401908	same/is-subsumed-by	null
Aequatorium	ott:774367	=>	Aequatorium	ncbi:462378	774367	same/parent+parent	Tussilagininae|Tussilagininae
Asanthus	ncbi:1193809	=>	Asanthus	ncbi:1193809	795522	new/import	null
Steviopsis	gbif:3144047	-	Asanthus	ncbi:1193809	795522	noinfo	null
Steviopsis	gbif:3144047	-	Brickelliastrum	ncbi:1193817	47631	noinfo	null
Steviopsis	gbif:3144047	=>	Steviopsis	ncbi:1193825	833849	same/primary-name	Steviopsis
Rayjacksonia	ncbi:71094	=>	Rayjacksonia	ncbi:71094	814502	new/import	null
Leontodon saxatilis	ncbi:122540	=>	Leontodon saxatilis	ncbi:122540	339813	new/import	null
Anisocarpus	ncbi:166919	=>	Anisocarpus	ncbi:166919	1060608	new/import	null
Goodenia coerulea	ncbi:1161797	=>	Goodenia coerulea	ncbi:1161797	29022	new/tip	null
Goodenia caerulea	gbif:3761355	=>	Goodenia coerulea	ncbi:1161797	29022	lumped	null
Goodenia caerulea	gbif:3761355	=>	Goodenia coerulea	ncbi:1161797	29022	lumped	null
Goodenia coerulea	ott:29022	=>	Goodenia coerulea	ncbi:1161797	29022	same/parent+parent	Goodeniaceae|Goodeniaceae
Almutaster pauciflorus	ncbi:481907	=>	Almutaster pauciflorus	ncbi:481907	436428	new/tip	null
Cacalia hastata	ncbi:1500521	=>	Cacalia hastata	ncbi:1500521	9002219	new/tip	null
Parasenecio hastatus	ott:4727344	-	Cacalia hastata	ncbi:1500521	9002219	noinfo	null
Parasenecio hastatus	ott:4727344	-	Cacalia tschonoskii	ncbi:1500523	9002255	noinfo	null
Parasenecio hastatus	ott:4727344	-		null	-	ambiguous tip	2
		-	Cacalia hastata	ncbi:1500521	9002219	addition	null
Parasenecio hastatus	ott:4727344	-		null	-	id-retired/name-retired	null
Artemisia laciniata	ncbi:401909	=>	Artemisia laciniata	ncbi:401909	821712	new/import	null
Artemisia laciniatiformis	ott:246987	-	Artemisia laciniata	ncbi:401909	821712	noinfo	null
Artemisia laciniatiformis	ott:246987	=>	Artemisia laciniatiformis	ncbi:401910	246987	same/primary-name	Artemisia laciniatiformis
Eurybia hemispherica	ncbi:481918	=>	Eurybia hemispherica	ncbi:481918	962239	new/tip	null
Klasea flavescens	ncbi:305372	=>	Klasea flavescens	ncbi:305372	657092	new/import	null
Achillea ptarmica	ncbi:133233	=>	Achillea ptarmica	ncbi:133233	195131	new/tip	null
Eurybia sibirica	ncbi:300140	=>	Eurybia sibirica	ncbi:300140	1078266	new/tip	null
Wahlenbergia parvifolia	ncbi:1005604	=>	Wahlenbergia parvifolia	ncbi:1005604	121538	new/tip	null
Solenopsis bivonae	ott:3892585	-	Wahlenbergia parvifolia	ncbi:1005604	121538	noinfo	null
Solenopsis bivonae	ott:3892585	-	Lobelia tenella	gbif:8027425	9006650	noinfo	null
Solenopsis bivonae	ott:3892585	=>	Solenopsis bivonae	gbif:5413134	3892585	same/primary-name	Solenopsis bivonae
Campanula alata	ncbi:478654	=>	Campanula alata	ncbi:478654	671924	new/tip	null
Campanula peregrina	gbif:5410022	-	Campanula alata	ncbi:478654	671924	noinfo	null
Campanula peregrina	gbif:5410022	=>	Campanula peregrina	ncbi:239415	219653	same/primary-name	Campanula peregrina
Antennaria lanata	ncbi:49058	=>	Antennaria lanata	ncbi:49058	71420	new/tip	null
Artemisia scoparia	ncbi:72351	=>	Artemisia scoparia	ncbi:72351	889813	new/tip	null
Taraxacum grammolepis	ott:3894982	-		null	-	id-retired/name-retired	null
Phonus	ncbi:121176	=>	Phonus	ncbi:121176	390000	new/import	null
Carthamus	gbif:3138214	-	Phonus	ncbi:121176	390000	noinfo/disjoint	|Carthamus leucocaulos
Carthamus	gbif:3138214	-	Femeniasia	ncbi:40591	1014717	noinfo/disjoint	|Carthamus leucocaulos
Carthamus	gbif:3138214	=>	Carthamus	ncbi:4221	1092848	same/is-subsumed-by	null
Phonus	ott:390000	-		null	-	not-deprecated/exposed	null
Artemisia alba	ncbi:1227615	=>	Artemisia alba	ncbi:1227615	667087	new/tip	null
Artemisia sieberi	ott:324847	-	Artemisia alba	ncbi:1227615	667087	noinfo	null
Artemisia sieberi	ott:324847	-	Artemisia fragrans	ncbi:72342	1070779	noinfo	null
Artemisia sieberi	ott:324847	-	Artemisia inculta	ncbi:72344	969157	noinfo	null
Artemisia sieberi	ott:324847	=>	Artemisia sieberi	ncbi:72352	324847	same/primary-name	Artemisia sieberi
Artemisia umbelliformis	ott:324916	-	Artemisia alba	ncbi:1227615	667087	noinfo	null
Artemisia umbelliformis	ott:324916	-	Artemisia mutellina	ncbi:1227634	718592	noinfo	null
Artemisia umbelliformis	ott:324916	-	Artemisia rupestris	ncbi:86317	202544	noinfo	null
Artemisia umbelliformis	ott:324916	=>	Artemisia umbelliformis	ncbi:72355	324916	same/primary-name	Artemisia umbelliformis
Artemisia abrotanum	ott:725860	-	Artemisia alba	ncbi:1227615	667087	noinfo	null
Artemisia abrotanum	ott:725860	=>	Artemisia abrotanum	ncbi:86306	725860	same/primary-name	Artemisia abrotanum
Artemisia incanescens	ott:729280	-	Artemisia alba	ncbi:1227615	667087	noinfo	null
Artemisia incanescens	ott:729280	=>	Artemisia incanescens	ncbi:205368	729280	same/primary-name	Artemisia incanescens
Artemisia austriaca	ott:729284	-	Artemisia alba	ncbi:1227615	667087	noinfo	null
Artemisia austriaca	ott:729284	=>	Artemisia austriaca	ncbi:205362	729284	same/primary-name	Artemisia austriaca
Eclipta prostrata	ott:189995	-	Artemisia alba	ncbi:1227615	667087	noinfo/lineage	Heliantheae|Artemisiinae
Eclipta prostrata	ott:189995	-	Anthemis cotula	ncbi:158220	154885	noinfo/lineage	Heliantheae|Anthemidinae
Eclipta prostrata	ott:189995	-	Eclipta ciliata	gbif:8205185	9001789	noinfo	null
Eclipta prostrata	ott:189995	=>	Eclipta prostrata	ncbi:53719	189995	same/primary-name	Eclipta prostrata
Artemisia rupestris	ott:202544	-	Artemisia alba	ncbi:1227615	667087	noinfo/target-no-children	null
Artemisia rupestris	ott:202544	=>	Artemisia rupestris	ncbi:86317	202544	same/is-subsumed-by	null
Campanula delicatula	ncbi:1241068	=>	Campanula delicatula	ncbi:1241068	16200	new/tip	null
Campanula cespitosa	gbif:5410691	-	Campanula delicatula	ncbi:1241068	16200	noinfo	null
Campanula cespitosa	gbif:5410691	-	Campanula caespitosa	ncbi:361377	109739	noinfo	null
Campanula cespitosa	gbif:5410691	-		null	-	ambiguous tip	2
Paurolepis	gbif:3115086	=>	Paurolepis	gbif:3115086	4727899	new/import	null
Paurolepis	ott:4727899	-		null	-	not-deprecated/exposed	null
Centaurea dealbata	ncbi:41526	=>	Centaurea dealbata	ncbi:41526	18511	new/tip	null
Nicolasia	ncbi:1548609	=>	Nicolasia	ncbi:1548609	4728068	new/import	null
Nicolasia	gbif:3132349	-		null	-	not-placed/does-not-descend	null
Nicolasia	ott:4728068	=>	Nicolasia	ncbi:1548609	4728068	same/ancestor+parent	Asteraceae|Inuleae
Nicolasia	ott:4728068	-		null	-	continued-hidden	null
Roella prostrata	ncbi:1348696	=>	Roella prostrata	ncbi:1348696	3892310	new/tip	null
Roella spicata	gbif:3166977	-	Roella prostrata	ncbi:1348696	3892310	noinfo	null
Roella spicata	gbif:3166977	=>	Roella spicata	ncbi:1348700	3892317	same/primary-name	Roella spicata
Tragopogon major	ncbi:285201	=>	Tragopogon major	ncbi:285201	471444	new/tip	null
Eriocephalus	ncbi:99049	=>	Eriocephalus	ncbi:99049	897118	new/import	null
Eriocephalus	ott:897118	=>	Eriocephalus	ncbi:99049	897118	same/parent+parent	Athanasiinae|Athanasiinae
Microgyne	ott:1085124	-	Eriocephalus	ncbi:99049	897118	noinfo/lineage	South American lineages|Athanasiinae
Microgyne	ott:1085124	=>	Microgyne	ncbi:433491	1085124	same/parent+parent	South American lineages|South American lineages
Centropogon cornutus	ncbi:368667	=>	Centropogon cornutus	ncbi:368667	157858	new/tip	null
Delissea fauriei	gbif:3164688	=>	Delissea fauriei	gbif:3164688	3893765	new/tip	null
Campanula cervicaria	ncbi:649652	=>	Campanula cervicaria	ncbi:649652	479178	new/tip	null
Edraianthus dalmaticus	ott:410738	-	Campanula cervicaria	ncbi:649652	479178	noinfo	null
Edraianthus dalmaticus	ott:410738	=>	Edraianthus dalmaticus	ncbi:440366	410738	same/primary-name	Edraianthus dalmaticus
Campanula lingulata	ott:208533	-	Campanula cervicaria	ncbi:649652	479178	noinfo	null
Campanula lingulata	ott:208533	=>	Campanula lingulata	ncbi:1241120	208533	same/primary-name	Campanula lingulata
Campanula speciosa	ott:513708	-	Campanula cervicaria	ncbi:649652	479178	noinfo/target-no-children	null
Campanula speciosa	ott:513708	=>	Campanula speciosa	ncbi:428204	513708	same/is-subsumed-by	null
Lobelia depressa	ncbi:368683	=>	Lobelia depressa	ncbi:368683	320452	new/tip	null
Monopsis debilis	gbif:5413030	-	Lobelia depressa	ncbi:368683	320452	noinfo	null
Monopsis debilis	gbif:5413030	=>	Monopsis debilis	ncbi:378890	299641	same/primary-name	Monopsis debilis
Monopsis debilis	ott:299641	-	Lobelia depressa	ncbi:368683	320452	noinfo	null
Monopsis debilis	ott:299641	-	Siphocampylus affinis	ncbi:368697	894920	noinfo	null
Monopsis debilis	ott:299641	-	Lobelia sonderiana	ncbi:673919	820180	noinfo	null
Monopsis debilis	ott:299641	-	Lobelia debilis	gbif:7585645	9006554	noinfo	null
Monopsis debilis	ott:299641	=>	Monopsis debilis	ncbi:378890	299641	same/primary-name	Monopsis debilis
Pterochaeta	ncbi:105491	=>	Pterochaeta	ncbi:105491	803700	new/import	null
Waitzia	gbif:3121733	-	Pterochaeta	ncbi:105491	803700	noinfo	null
Waitzia	gbif:3121733	-	Haptotrichion	ncbi:125708	399982	noinfo	null
Waitzia	gbif:3121733	=>	Waitzia	ncbi:105497	803698	same/primary-name	Waitzia
Rhaponticum	ncbi:362626	=>	Rhaponticum	ncbi:362626	436047	new/import	null
Leuzea	ott:1086848	-	Rhaponticum	ncbi:362626	436047	noinfo	null
Leuzea	ott:1086848	=>	Leuzea	ncbi:145816	1086848	same/primary-name	Leuzea
Acroptilon	ott:117208	-	Rhaponticum	ncbi:362626	436047	noinfo/disjoint	|Acroptilon australe
Acroptilon	ott:117208	=>	Acroptilon	ncbi:41465	117208	same/is-subsumed-by	null
Klaseopsis	ott:248605	-	Rhaponticum	ncbi:362626	436047	noinfo/disjoint	|Klaseopsis chinensis
Klaseopsis	ott:248605	=>	Klaseopsis	ncbi:426695	248605	same/is-subsumed-by	null
Rhaponticum	ott:436047	=>	Rhaponticum	ncbi:362626	436047	same/parent+parent	Centaureinae|Centaureinae
Stemmacantha	ott:569948	=>	Rhaponticum	ncbi:362626	436047	lumped	null
Stemmacantha	ott:569948	=>	Rhaponticum	ncbi:362626	436047	lumped	null
Lobelia foetida	gbif:7435081	=>	Lobelia foetida	gbif:7435081	9006571	new/tip	null
Centropogon foetidus	ott:3893607	-	Lobelia foetida	gbif:7435081	9006571	noinfo	null
Centropogon foetidus	ott:3893607	=>	Centropogon rex	ncbi:1582583	3893607	same/any-source-id	null
		-	Lobelia foetida	gbif:7435081	9006571	addition	null
Hieracium dollineri	gbif:8476340	=>	Hieracium dollineri	gbif:8476340	3897375	new/tip	null
Chamaeleon	gbif:7940001	=>	Chamaeleon	gbif:7940001	4727438	new/tip	null
Chamaeleon	ott:4727438	-		null	-	continued-hidden	null
Zollikoferia	gbif:3095942	=>	Zollikoferia	gbif:3095942	4727735	new/tip	null
Zollikoferia	ott:4727735	-		null	-	continued-hidden	null
Coleostephus myconis	ncbi:99042	=>	Coleostephus myconis	ncbi:99042	349348	new/tip	null
Centropogon macrophyllus	ncbi:1582571	=>	Centropogon macrophyllus	ncbi:1582571	3893698	new/tip	null
Phyteuma orbiculare	ncbi:239468	=>	Phyteuma orbiculare	ncbi:239468	743259	new/tip	null
Phyteuma pseudorbiculare	ott:5264191	-	Phyteuma orbiculare	ncbi:239468	743259	noinfo	null
Phyteuma pseudorbiculare	ott:5264191	=>	Phyteuma pseudorbiculare	ncbi:1399312	5264191	same/primary-name	Phyteuma pseudorbiculare
Phyteuma michelii	ott:3892299	-	Phyteuma orbiculare	ncbi:239468	743259	noinfo	null
Phyteuma michelii	ott:3892299	=>	Phyteuma michelii	ncbi:1399309	3892299	same/primary-name	Phyteuma michelii
Jasione montana	ott:117707	-	Phyteuma orbiculare	ncbi:239468	743259	noinfo/target-no-children	null
Jasione montana	ott:117707	=>	Jasione montana	ncbi:239452	117707	same/is-subsumed-by	null
Roella decurrens	ncbi:1241229	=>	Roella decurrens	ncbi:1241229	664222	new/tip	null
Wahlenbergia capensis	gbif:5413612	-	Roella decurrens	ncbi:1241229	664222	noinfo	null
Wahlenbergia capensis	gbif:5413612	=>	Wahlenbergia capensis	ncbi:379311	658020	same/primary-name	Wahlenbergia capensis
Campanula delicatula	ncbi:1241068	=>	Campanula delicatula	ncbi:1241068	16200	new/tip	null
Campanula cespitosa	gbif:5410691	-	Campanula delicatula	ncbi:1241068	16200	noinfo	null
Campanula cespitosa	gbif:5410691	-	Campanula caespitosa	ncbi:361377	109739	noinfo	null
Campanula cespitosa	gbif:5410691	-		null	-	ambiguous tip	2
Jacobaea aquatica var. aquatica	ncbi:209397	=>	Jacobaea aquatica var. aquatica	ncbi:209397	87714	new/tip	null
Jacobaea aquatica	gbif:5388597	-	Jacobaea aquatica var. aquatica	ncbi:209397	87714	noinfo	null
Jacobaea aquatica	gbif:5388597	=>	Jacobaea aquatica	ncbi:189230	117022	same/primary-name	Jacobaea aquatica
Tanacetum	ncbi:99105	=>	Tanacetum	ncbi:99105	1019571	new/import	null
Balsamita	ott:5144380	-	Tanacetum	ncbi:99105	1019571	noinfo	null
Balsamita	ott:5144380	=>	Balsamita	gbif:5428583	5144380	same/primary-name	Balsamita
Pyrethrum	ott:4728027	-	Tanacetum	ncbi:99105	1019571	noinfo	null
Pyrethrum	ott:4728027	=>	Pyrethrum	gbif:7368819	4728027	same/primary-name	Pyrethrum
Lugoa	ott:371823	-	Tanacetum	ncbi:99105	1019571	noinfo/disjoint	|Lugoa revoluta
Lugoa	ott:371823	=>	Lugoa	ncbi:99077	371823	same/is-subsumed-by	null
Tanacetum	ott:1019571	=>	Tanacetum	ncbi:99105	1019571	same/parent+parent	Anthemidinae|Anthemidinae
Perymeniopsis	ncbi:183064	=>	Perymeniopsis	ncbi:183064	875366	new/import	null
Perymenium	gbif:3132142	-	Perymeniopsis	ncbi:183064	875366	noinfo	null
Perymenium	gbif:3132142	=>	Perymenium	ncbi:183066	875362	same/primary-name	Perymenium
Conoclinium	ncbi:102760	=>	Conoclinium	ncbi:102760	971150	new/import	null
Eupatorium	gbif:3142374	-	Conoclinium	ncbi:102760	971150	noinfo/disjoint	|Eupatorium paludicola
Eupatorium	gbif:3142374	-	Eutrochium	ncbi:102762	329721	noinfo/disjoint	|Eupatorium paludicola
Eupatorium	gbif:3142374	-	Fleischmannia	ncbi:102780	509193	noinfo/disjoint	|Eupatorium paludicola
Eupatorium	gbif:3142374	-	Chromolaena	ncbi:13420	692383	noinfo/disjoint	|Eupatorium paludicola
Eupatorium	gbif:3142374	-	Bartlettina	ncbi:1745013	4727964	noinfo/disjoint	|Eupatorium paludicola
Eupatorium	gbif:3142374	-	Praxelis	ncbi:287010	698960	noinfo/disjoint	|Eupatorium paludicola
Eupatorium	gbif:3142374	-	Campuloclinium	ncbi:287723	153823	noinfo/disjoint	|Eupatorium paludicola
Eupatorium	gbif:3142374	=>	Eupatorium	ncbi:13516	394959	same/is-subsumed-by	null
Coreopsis gladiata	ncbi:159664	=>	Coreopsis gladiata	ncbi:159664	184415	new/tip	null
Phyteuma globulariifolium subsp. pedemontanum	ncbi:1399307	=>	Phyteuma globulariifolium subsp. pedemontanum	ncbi:1399307	5264388	new/tip	null
Phyteuma globulariifolium	gbif:3166896	-	Phyteuma globulariifolium subsp. pedemontanum	ncbi:1399307	5264388	noinfo	null
Phyteuma globulariifolium	gbif:3166896	=>	Phyteuma globulariifolium	ncbi:361411	144923	same/primary-name	Phyteuma globulariifolium
Carlina libanotica	ncbi:538491	=>	Carlina libanotica	ncbi:538491	173367	new/import	null
Dampiera ferruginea	ncbi:1161769	=>	Dampiera ferruginea	ncbi:1161769	449610	new/tip	null
Villarsia exaltata	ncbi:435385	=>	Villarsia exaltata	ncbi:435385	855864	new/tip	null
Ornduffia reniformis	gbif:8162309	-	Villarsia exaltata	ncbi:435385	855864	noinfo	null
Ornduffia reniformis	gbif:8162309	-	Villarsia parnassiifolia	ncbi:435387	855868	noinfo	null
Ornduffia reniformis	gbif:8162309	-	Villarsia reniformis	ncbi:435388	855862	noinfo	null
Ornduffia reniformis	gbif:8162309	-		null	-	ambiguous tip	3
Villarsia exaltata	ott:855864	=>	Villarsia exaltata	ncbi:435385	855864	same/parent+parent	Menyanthaceae|Menyanthaceae
Olearia	ncbi:72958	=>	Olearia	ncbi:72958	11096	new/import	null
Campanula bayerniana	ncbi:1241029	=>	Campanula bayerniana	ncbi:1241029	84671	new/tip	null
Campanula savalanica	ott:600586	-	Campanula bayerniana	ncbi:1241029	84671	noinfo	null
Campanula savalanica	ott:600586	=>	Campanula savalanica	ncbi:428197	600586	same/primary-name	Campanula savalanica
Campanula takhtadzhianii	ott:966375	-	Campanula bayerniana	ncbi:1241029	84671	noinfo	null
Campanula takhtadzhianii	ott:966375	=>	Campanula takhtadzhianii	ncbi:1241194	966375	same/primary-name	Campanula takhtadzhianii
Artemisia dracunculus	ncbi:72341	=>	Artemisia dracunculus	ncbi:72341	1070795	new/import	null
Lobelia amoena	gbif:5408475	=>	Lobelia amoena	gbif:5408475	3893018	new/tip	null
Helichrysum	ncbi:59430	=>	Helichrysum	ncbi:59430	968337	new/import	null
Coronidium	ott:4727502	-	Helichrysum	ncbi:59430	968337	noinfo	null
Coronidium	ott:4727502	=>	Coronidium	ncbi:1231642	4727502	same/primary-name	Coronidium
Leontonyx	ott:4727642	-	Helichrysum	ncbi:59430	968337	noinfo	null
Leontonyx	ott:4727642	=>	Leontonyx	gbif:8161154	4727642	same/primary-name	Leontonyx
Cremnothamnus	ott:4727912	-	Helichrysum	ncbi:59430	968337	noinfo	null
Cremnothamnus	ott:4727912	=>	Cremnothamnus	ncbi:1231664	4727912	same/primary-name	Cremnothamnus
Laphangium	ott:4728170	-	Helichrysum	ncbi:59430	968337	noinfo	null
Laphangium	ott:4728170	=>	Laphangium	gbif:3147759	4728170	same/primary-name	Laphangium
Xerochrysum	ott:3138	-	Helichrysum	ncbi:59430	968337	noinfo/disjoint	|Xerochrysum bracteatum
Xerochrysum	ott:3138	=>	Xerochrysum	ncbi:261811	3138	same/is-subsumed-by	null
Bracteantha	ott:428752	-	Helichrysum	ncbi:59430	968337	noinfo/disjoint	|Bracteantha bracteata
Bracteantha	ott:428752	=>	Xerochrysum	ncbi:261811	3138	same/is-subsumed-by	null
Chrysocephalum	ott:445724	-	Helichrysum	ncbi:59430	968337	noinfo/disjoint	|Chrysocephalum semipapposum
Chrysocephalum	ott:445724	=>	Chrysocephalum	ncbi:105345	445724	same/is-subsumed-by	null
Lawrencella	ott:510146	-	Helichrysum	ncbi:59430	968337	noinfo/disjoint	|Lawrencella rosea
Lawrencella	ott:510146	=>	Lawrencella	ncbi:125721	510146	same/is-subsumed-by	null
Castroviejoa	ott:777774	-	Helichrysum	ncbi:59430	968337	noinfo/disjoint	|Castroviejoa montelinasana
Castroviejoa	ott:777774	=>	Castroviejoa	ncbi:702210	777774	same/is-subsumed-by	null
Helichrysum	ott:968337	=>	Helichrysum	ncbi:59430	968337	same/parent+parent	Gnaphalieae|Gnaphalieae
Ozothamnus	ott:968343	-	Helichrysum	ncbi:59430	968337	noinfo/disjoint	|Ozothamnus thyrsoideus
Ozothamnus	ott:968343	-	Ozothamnus leptophyllus	ncbi:59439	968345	noinfo/target-no-children	null
Ozothamnus	ott:968343	=>	Ozothamnus	ncbi:59438	968343	same/is-subsumed-by	null
Argentipallium	ott:1005550	-	Helichrysum	ncbi:59430	968337	noinfo/disjoint	|Argentipallium blandowskianum
Argentipallium	ott:1005550	=>	Argentipallium	ncbi:125655	1005550	same/is-subsumed-by	null
